success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,trial_stimulus,key_press,minimum_viewing_duration,trial_looking_time,block_deviant,block_background,exposure_type,forced_exposure_time,view_history,stimulus,button_pressed,stimulus_type,correct_answer,version,block_number,block_type,stimulus_displayed,memory_block_index,testing_id,bing_id
NA,html-keyboard-response,11,1199989,0.0-7.0-0.2,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,12,1202822,0.0-7.0-1.2,SS1658159461179,1912.199999988079,NA,NA,32,500,2412.199999988079,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_17_A_b.gif,self_paced,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-button-response,13,1209459,0.0-8.0,SS1658159461179,6634.300000011921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_practice,left,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,14,1210418,0.0-9.0-0.0,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,15,1240385,0.0-9.0-1.0,SS1658159461179,29050.399999976158,NA,NA,32,500,29550.39999997616,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_17_A_b.gif,self_paced,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,16,1241441,0.0-9.0-0.1,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,17,1245168,0.0-9.0-1.1,SS1658159461179,2809.2000000476837,NA,NA,32,500,3309.2000000476837,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_17_A_b.gif,self_paced,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,18,1246073,0.0-9.0-0.2,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,19,1247390,0.0-9.0-1.2,SS1658159461179,403.80000001192093,NA,NA,32,500,903.8000000119208,images/stimuli/complex_01_A_a.gif,images/stimuli/complex_17_A_b.gif,self_paced,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-button-response,20,1255359,0.0-10.0,SS1658159461179,7966.900000035763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,memory_practice,right,NA,NA,NA,NA,NA,58,bb769
NA,instructions,21,1311756,0.0-11.0,SS1658159461179,56393.19999998808,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":56392.80000001192}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,22,1315846,0.0-12.0,SS1658159461179,3178.300000011921,NA,NA,32,500,3678.300000011921,null,null,self_paced,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,23,1316899,0.0-13.0-0.0,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,24,1322957,0.0-13.0-1.0,SS1658159461179,5142.399999976158,NA,NA,32,500,5642.399999976158,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_15_A_a.gif,self_paced,300,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_15_A_a.gif,NA,58,bb769
NA,html-keyboard-response,25,1323949,0.0-13.0-0.1,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,26,1326092,0.0-13.0-1.1,SS1658159461179,1225.4000000357628,NA,NA,32,500,1725.4000000357628,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_15_A_a.gif,self_paced,300,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_15_A_a.gif,NA,58,bb769
NA,html-keyboard-response,27,1327264,0.0-13.0-0.2,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,28,1328416,0.0-13.0-1.2,SS1658159461179,247.10000002384186,NA,NA,32,500,747.1000000238419,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_15_A_a.gif,self_paced,300,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_15_A_a.gif,NA,58,bb769
NA,html-keyboard-response,29,1329366,0.0-13.0-0.3,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,30,1337304,0.0-13.0-1.3,SS1658159461179,7022.100000023842,NA,NA,32,500,7522.100000023842,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_15_A_a.gif,self_paced,300,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_15_A_a.gif,NA,58,bb769
NA,html-keyboard-response,31,1338503,0.0-13.0-0.4,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,32,1339717,0.0-13.0-1.4,SS1658159461179,295.89999997615814,NA,NA,32,500,795.8999999761581,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_15_A_a.gif,self_paced,300,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_15_A_a.gif,NA,58,bb769
NA,html-keyboard-response,33,1340764,0.0-13.0-0.5,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,34,1341828,0.0-13.0-1.5,SS1658159461179,157.80000001192093,NA,NA,32,500,657.8000000119209,images/stimuli/complex_05_A_b.gif,images/stimuli/complex_15_A_a.gif,self_paced,300,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_05_A_b.gif,NA,58,bb769
NA,html-button-response,35,1347081,0.0-14.0,SS1658159461179,5250.799999952316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,memory_test,right,NA,NA,NA,NA,0,58,bb769
NA,instructions,36,1353965,0.0-15.0,SS1658159461179,6881.199999988079,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":6880.899999976158}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,instructions,37,1368894,0.0-16.0,SS1658159461179,14926.899999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":14926.599999964237}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,38,1370063,0.0-17.0-0.0,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,39,1373429,0.0-17.0-1.0,SS1658159461179,2445,NA,NA,32,500,2945,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_24_A_b.gif,self_paced,890,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_24_A_b.gif,NA,58,bb769
NA,html-keyboard-response,40,1374692,0.0-17.0-0.1,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,41,1375839,0.0-17.0-1.1,SS1658159461179,240.5,NA,NA,32,500,740.5,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_24_A_b.gif,self_paced,890,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_16_A_a.gif,NA,58,bb769
NA,html-keyboard-response,42,1376698,0.0-17.0-0.2,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,43,1379492,0.0-17.0-1.2,SS1658159461179,1877.7000000476837,NA,NA,32,500,2377.7000000476837,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_24_A_b.gif,self_paced,890,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_24_A_b.gif,NA,58,bb769
NA,html-keyboard-response,44,1380753,0.0-17.0-0.3,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,45,1382170,0.0-17.0-1.3,SS1658159461179,503.60000002384186,NA,NA,32,500,1003.600000023842,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_24_A_b.gif,self_paced,890,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_24_A_b.gif,NA,58,bb769
NA,html-keyboard-response,46,1383282,0.0-17.0-0.4,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,47,1385865,0.0-17.0-1.4,SS1658159461179,1669.800000011921,NA,NA,32,500,2169.800000011921,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_24_A_b.gif,self_paced,890,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_24_A_b.gif,NA,58,bb769
NA,html-keyboard-response,48,1386773,0.0-17.0-0.5,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,49,1388146,0.0-17.0-1.5,SS1658159461179,458.9000000357628,NA,NA,32,500,958.9000000357628,images/stimuli/complex_16_A_a.gif,images/stimuli/complex_24_A_b.gif,self_paced,890,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_24_A_b.gif,NA,58,bb769
NA,html-button-response,50,1393869,0.0-18.0,SS1658159461179,5720.600000023842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,memory_test,right,NA,NA,NA,NA,1,58,bb769
NA,instructions,51,1397828,0.0-19.0,SS1658159461179,3957.699999988079,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":3957.399999976158}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,instructions,52,1414536,0.0-20.0,SS1658159461179,16704.80000001192,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":16704.19999998808}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,53,1415385,0.0-21.0-0.0,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,54,1417674,0.0-21.0-1.0,SS1658159461179,1372.300000011921,NA,NA,32,500,1872.300000011921,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_21_A_a.gif,self_paced,660,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_21_A_a.gif,NA,58,bb769
NA,html-keyboard-response,55,1418669,0.0-21.0-0.1,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,56,1420730,0.0-21.0-1.1,SS1658159461179,1151.2000000476837,NA,NA,32,500,1651.2000000476835,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_21_A_a.gif,self_paced,660,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_02_A_b.gif,NA,58,bb769
NA,html-keyboard-response,57,1421534,0.0-21.0-0.2,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,58,1423356,0.0-21.0-1.2,SS1658159461179,900.3000000119209,NA,NA,32,500,1400.300000011921,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_21_A_a.gif,self_paced,660,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_21_A_a.gif,NA,58,bb769
NA,html-keyboard-response,59,1424580,0.0-21.0-0.3,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,60,1425551,0.0-21.0-1.3,SS1658159461179,60.59999996423721,NA,NA,32,500,560.5999999642372,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_21_A_a.gif,self_paced,660,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_21_A_a.gif,NA,58,bb769
NA,html-keyboard-response,61,1426495,0.0-21.0-0.4,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,62,1427975,0.0-21.0-1.4,SS1658159461179,571.1000000238419,NA,NA,32,500,1071.100000023842,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_21_A_a.gif,self_paced,660,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_21_A_a.gif,NA,58,bb769
NA,html-keyboard-response,63,1429014,0.0-21.0-0.5,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,64,1430071,0.0-21.0-1.5,SS1658159461179,141.5,NA,NA,32,500,641.5,images/stimuli/complex_02_A_b.gif,images/stimuli/complex_21_A_a.gif,self_paced,660,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_21_A_a.gif,NA,58,bb769
NA,html-button-response,65,1435607,0.0-22.0,SS1658159461179,5533.399999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,2,58,bb769
NA,instructions,66,1438812,0.0-23.0,SS1658159461179,3203.400000035763,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":3203.100000023842}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,instructions,67,1481945,0.0-24.0,SS1658159461179,43129.59999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":43129.09999996424}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,68,1483089,0.0-25.0-0.0,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,69,1485759,0.0-25.0-1.0,SS1658159461179,1756.1000000238419,NA,NA,32,500,2256.100000023842,images/stimuli/complex_11_A_b.gif,images/stimuli/complex_14_A_a.gif,self_paced,810,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_14_A_a.gif,NA,58,bb769
NA,html-keyboard-response,70,1486630,0.0-25.0-0.1,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,71,1488344,0.0-25.0-1.1,SS1658159461179,802.8999999761581,NA,NA,32,500,1302.899999976158,images/stimuli/complex_11_A_b.gif,images/stimuli/complex_14_A_a.gif,self_paced,810,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_14_A_a.gif,NA,58,bb769
NA,html-keyboard-response,72,1489228,0.0-25.0-0.2,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,73,1491293,0.0-25.0-1.2,SS1658159461179,1146.9000000357628,NA,NA,32,500,1646.9000000357628,images/stimuli/complex_11_A_b.gif,images/stimuli/complex_14_A_a.gif,self_paced,810,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_14_A_a.gif,NA,58,bb769
NA,html-keyboard-response,74,1492377,0.0-25.0-0.3,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,75,1494907,0.0-25.0-1.3,SS1658159461179,1622.7000000476837,NA,NA,32,500,2122.7000000476837,images/stimuli/complex_11_A_b.gif,images/stimuli/complex_14_A_a.gif,self_paced,810,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_11_A_b.gif,NA,58,bb769
NA,html-keyboard-response,76,1495809,0.0-25.0-0.4,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,77,1498563,0.0-25.0-1.4,SS1658159461179,1835.6000000238419,NA,NA,32,500,2335.600000023842,images/stimuli/complex_11_A_b.gif,images/stimuli/complex_14_A_a.gif,self_paced,810,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_14_A_a.gif,NA,58,bb769
NA,html-keyboard-response,78,1499759,0.0-25.0-0.5,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,79,1501300,0.0-25.0-1.5,SS1658159461179,631.0999999642372,NA,NA,32,500,1131.0999999642372,images/stimuli/complex_11_A_b.gif,images/stimuli/complex_14_A_a.gif,self_paced,810,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_14_A_a.gif,NA,58,bb769
NA,html-button-response,80,1507224,0.0-26.0,SS1658159461179,5920.300000011921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,3,58,bb769
NA,instructions,81,1511701,0.0-27.0,SS1658159461179,4474.899999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":4474.5}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,instructions,82,1540535,0.0-28.0,SS1658159461179,28831.19999998808,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":28830.899999976158}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,83,1541802,0.0-29.0-0.0,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,84,1544404,0.0-29.0-1.0,SS1658159461179,1685.800000011921,NA,NA,32,500,2185.800000011921,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_10_A_b.gif,self_paced,800,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_10_A_b.gif,NA,58,bb769
NA,html-keyboard-response,85,1545630,0.0-29.0-0.1,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,86,1546952,0.0-29.0-1.1,SS1658159461179,415.5,NA,NA,32,500,915.5,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_10_A_b.gif,self_paced,800,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_10_A_b.gif,NA,58,bb769
NA,html-keyboard-response,87,1548170,0.0-29.0-0.2,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,88,1549442,0.0-29.0-1.2,SS1658159461179,356.89999997615814,NA,NA,32,500,856.8999999761581,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_10_A_b.gif,self_paced,800,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_10_A_b.gif,NA,58,bb769
NA,html-keyboard-response,89,1550302,0.0-29.0-0.3,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,90,1552022,0.0-29.0-1.3,SS1658159461179,813.7999999523163,NA,NA,32,500,1313.7999999523165,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_10_A_b.gif,self_paced,800,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_10_A_b.gif,NA,58,bb769
NA,html-keyboard-response,91,1552848,0.0-29.0-0.4,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,92,1554112,0.0-29.0-1.4,SS1658159461179,356.39999997615814,NA,NA,32,500,856.3999999761581,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_10_A_b.gif,self_paced,800,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_10_A_b.gif,NA,58,bb769
NA,html-keyboard-response,93,1555388,0.0-29.0-0.5,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,94,1556549,0.0-29.0-1.5,SS1658159461179,249.5,NA,NA,32,500,749.5,images/stimuli/complex_19_A_b.gif,images/stimuli/complex_10_A_b.gif,self_paced,800,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_19_A_b.gif,NA,58,bb769
NA,html-button-response,95,1561517,0.0-30.0,SS1658159461179,4964.399999976158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,4,58,bb769
NA,instructions,96,1576017,0.0-31.0,SS1658159461179,14497.099999964237,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":14496.899999976158}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,instructions,97,1598416,0.0-32.0,SS1658159461179,22396.30000001192,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":22395.899999976158}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,html-keyboard-response,98,1599616,0.0-33.0-0.0,SS1658159461179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,58,bb769
NA,stimuli-presentation,99,1602059,0.0-33.0-1.0,SS1658159461179,1528.6000000238419,NA,NA,32,500,2028.600000023842,images/stimuli/complex_09_A_a.gif,images/stimuli/complex_04_A_a.gif,self_paced,650,NA,NA,NA,trial,NA,complex,5,complex_dissimilar,images/stimuli/complex_04_A_a.gif,NA,58,bb769
