subject,block_number,block_type,trial_number,item_type,trial_type,trial_complexity,item_id,rt,exposure_type,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position
SS1617819327581,3,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_11_A,599.2700000001932,NA,first half,2,second_deviant,3,4
SS1617819327581,3,complex_dissimilar,5,background,background,complex,complex_04_A,1732.2449999997043,NA,first half,2,background,3,4
SS1617819327581,4,simple_dissimilar,1,background,background,simple,simple_18_A,2233.879999999772,NA,first half,0,background,NA,NA
SS1617819327581,4,simple_dissimilar,2,background,background,simple,simple_18_A,1427.975000000035,NA,first half,0,background,NA,NA
SS1617819327581,4,simple_dissimilar,3,background,background,simple,simple_18_A,1616.8700000002864,NA,first half,0,background,NA,NA
SS1617819327581,4,simple_dissimilar,4,background,background,simple,simple_18_A,1432.5149999999558,NA,first half,0,background,NA,NA
SS1617819327581,4,simple_dissimilar,5,background,background,simple,simple_18_A,2314.7149999999674,NA,first half,0,background,NA,NA
SS1617819327581,5,complex_dissimilar,1,background,background,complex,complex_17_A,3238.4799999999814,NA,first half,2,background,4,5
SS1617819327581,5,complex_dissimilar,2,background,background,complex,complex_17_A,2223.620000000228,NA,first half,2,background,4,5
SS1617819327581,5,complex_dissimilar,3,background,background,complex,complex_17_A,2131.4750000001513,NA,first half,2,background,4,5
SS1617819327581,5,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_14_A,4239.099999999744,NA,first half,2,first_deviant,4,5
SS1617819327581,5,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_14_A,2834.9399999997113,NA,first half,2,second_deviant,4,5
SS1617819327581,6,complex_dissimilar,1,background,background,complex,complex_02_A,1773.9999999998836,NA,second half,1,background,5,NA
SS1617819327581,6,complex_dissimilar,2,background,background,complex,complex_02_A,1420.0550000000512,NA,second half,1,background,5,NA
SS1617819327581,6,complex_dissimilar,3,background,background,complex,complex_02_A,1518.4549999998999,NA,second half,1,background,5,NA
SS1617819327581,6,complex_dissimilar,4,background,background,complex,complex_02_A,1166.894999999844,NA,second half,1,background,5,NA
SS1617819327581,6,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_06_A,1439.4300000003423,NA,second half,1,first_deviant,5,NA
SS1617819327581,7,simple_dissimilar,1,background,background,simple,simple_14_A,2803.550000000105,NA,second half,0,background,NA,NA
