subject,rt,response,target,left_violation,right_violation,chosen_violation
SS1678170142653,736,j,media/stimuli/animate_005_left.png,pose,number,number
SS1678170142653,2066,f,media/stimuli/animate_004_right.png,number,pose,number
SS1678170142653,2326,f,media/stimuli/animate_001_left.png,number,pose,number
SS1678170142653,998,j,media/stimuli/inanimate_012_left.png,animacy,pose,pose
SS1678170142653,1163,f,media/stimuli/animate_004_left.png,number,animacy,number
SS1678170142653,723,f,media/stimuli/inanimate_012_left.png,pose,animacy,pose
SS1678170142653,608,j,media/stimuli/inanimate_006_right.png,animacy,number,number
SS1678170142653,589,j,media/stimuli/animate_004_left.png,animacy,pose,pose
SS1678170142653,1184,f,media/stimuli/animate_001_left.png,identity,animacy,identity
SS1678170142653,1107,f,media/stimuli/animate_010_left.png,pose,identity,pose
SS1678170142653,911,f,media/stimuli/inanimate_001_left.png,number,animacy,number
SS1678170142653,904,f,media/stimuli/animate_007_left.png,pose,animacy,pose
SS1678170142653,1659,f,media/stimuli/inanimate_002_left.png,pose,number,pose
SS1678170146170,8571,j,media/stimuli/animate_011_left.png,animacy,number,number
SS1678170146170,2610,j,media/stimuli/animate_006_left.png,identity,number,number
SS1678170146170,3039,j,media/stimuli/animate_012_right.png,animacy,pose,pose
SS1678170146170,2318,f,media/stimuli/animate_006_right.png,pose,identity,pose
SS1678170146170,1435,j,media/stimuli/animate_011_right.png,identity,pose,pose
SS1678170146170,2586,j,media/stimuli/animate_012_left.png,animacy,number,number
SS1678170146170,2654,j,media/stimuli/animate_009_right.png,animacy,pose,pose
SS1678170146170,1699,f,media/stimuli/inanimate_002_right.png,number,identity,number
SS1678170146170,1602,f,media/stimuli/animate_011_left.png,number,animacy,number
SS1678170146170,1197,f,media/stimuli/inanimate_011_right.png,number,identity,number
SS1678170146170,1245,f,media/stimuli/inanimate_011_right.png,pose,identity,pose
SS1678170146170,1809,j,media/stimuli/animate_006_right.png,identity,pose,pose
SS1678170146170,2916,f,media/stimuli/inanimate_012_right.png,pose,animacy,pose
SS1678170146170,3978,f,media/stimuli/animate_002_left.png,identity,animacy,identity
SS1678170146170,1868,f,media/stimuli/animate_009_right.png,pose,identity,pose
SS1678170146170,1697,j,media/stimuli/animate_003_right.png,animacy,number,number
SS1678170146170,2081,f,media/stimuli/inanimate_006_left.png,number,animacy,number
SS1678170146170,1860,f,media/stimuli/inanimate_004_right.png,identity,animacy,identity
SS1678170146170,2170,f,media/stimuli/animate_009_left.png,number,animacy,number
SS1678170146170,1794,j,media/stimuli/inanimate_011_left.png,animacy,pose,pose
SS1678170146170,1185,f,media/stimuli/inanimate_011_right.png,pose,identity,pose
SS1678170146170,2420,f,media/stimuli/animate_009_right.png,number,pose,number
SS1678170146170,1163,f,media/stimuli/animate_001_right.png,pose,animacy,pose
SS1678170146170,1691,j,media/stimuli/inanimate_010_right.png,animacy,number,number
SS1678170146170,3840,j,media/stimuli/inanimate_003_right.png,number,pose,pose
SS1678170146170,2549,f,media/stimuli/animate_009_right.png,pose,identity,pose
SS1678170146170,3159,j,media/stimuli/animate_010_left.png,pose,number,number
SS1678170146170,1401,j,media/stimuli/animate_011_right.png,animacy,pose,pose
SS1678170146170,1262,f,media/stimuli/animate_012_right.png,number,identity,number
SS1678170146170,2148,j,media/stimuli/inanimate_002_right.png,number,pose,pose
SS1678170146170,2861,f,media/stimuli/inanimate_008_left.png,number,identity,number
SS1678170146170,1827,j,media/stimuli/inanimate_008_left.png,animacy,pose,pose
SS1678170146170,1097,j,media/stimuli/inanimate_005_left.png,animacy,pose,pose
SS1678170146170,999,f,media/stimuli/inanimate_005_left.png,pose,identity,pose
SS1678170146170,4540,f,media/stimuli/inanimate_002_right.png,pose,animacy,pose
SS1678170146170,1497,f,media/stimuli/inanimate_010_right.png,identity,animacy,identity
SS1678170146170,1577,j,media/stimuli/inanimate_007_right.png,identity,pose,pose
SS1678170146170,1459,j,media/stimuli/animate_002_left.png,identity,number,number
SS1678170146170,1314,f,media/stimuli/animate_005_left.png,number,animacy,number
SS1678170146170,1029,j,media/stimuli/animate_008_left.png,animacy,number,number
SS1678170146170,2596,j,media/stimuli/inanimate_011_right.png,animacy,identity,identity
SS1678170146170,1664,j,media/stimuli/animate_010_right.png,identity,number,number
SS1678170146170,2014,j,media/stimuli/animate_003_left.png,animacy,identity,identity
SS1678170146170,1758,j,media/stimuli/inanimate_011_right.png,identity,number,number
SS1678170146170,2596,f,media/stimuli/animate_002_right.png,number,pose,number
SS1678170146170,3357,j,media/stimuli/animate_003_left.png,identity,pose,pose
SS1678170146170,1349,f,media/stimuli/animate_004_left.png,number,animacy,number
SS1678170146170,2283,j,media/stimuli/animate_005_left.png,identity,number,number
SS1678170146170,1007,j,media/stimuli/inanimate_004_right.png,animacy,number,number
SS1678170146170,989,j,media/stimuli/inanimate_001_left.png,animacy,identity,identity
SS1678170146170,1472,j,media/stimuli/animate_002_right.png,animacy,pose,pose
SS1678170146170,1374,f,media/stimuli/animate_012_right.png,pose,identity,pose
SS1678170146170,1595,f,media/stimuli/animate_007_left.png,pose,identity,pose
SS1678170146170,1628,f,media/stimuli/animate_009_right.png,identity,animacy,identity
SS1678170146170,1476,j,media/stimuli/animate_012_right.png,identity,number,number
SS1678170146170,1531,f,media/stimuli/inanimate_007_right.png,pose,number,pose
SS1678170146170,1140,f,media/stimuli/inanimate_004_left.png,pose,animacy,pose
SS1678170146170,957,f,media/stimuli/inanimate_005_left.png,number,animacy,number
SS1678170146170,1177,j,media/stimuli/animate_009_right.png,identity,pose,pose
SS1678170146170,1272,f,media/stimuli/inanimate_002_right.png,number,identity,number
SS1678170146170,1531,f,media/stimuli/inanimate_004_left.png,pose,animacy,pose
SS1678170146170,4027,j,media/stimuli/animate_002_left.png,animacy,identity,identity
SS1678170146170,1697,f,media/stimuli/inanimate_012_left.png,pose,number,pose
SS1678170146170,1114,j,media/stimuli/animate_004_right.png,animacy,pose,pose
SS1678170146170,903,j,media/stimuli/inanimate_003_right.png,identity,number,number
SS1678170146170,944,f,media/stimuli/animate_002_right.png,pose,animacy,pose
SS1678170146170,1158,j,media/stimuli/inanimate_008_left.png,identity,number,number
SS1678170146170,1794,j,media/stimuli/animate_004_right.png,animacy,identity,identity
SS1678170146170,1631,j,media/stimuli/animate_001_left.png,animacy,identity,identity
SS1678170146170,2821,f,media/stimuli/animate_003_right.png,pose,number,pose
SS1678170146170,3629,f,media/stimuli/inanimate_001_right.png,pose,number,pose
SS1678170146170,4184,j,media/stimuli/animate_007_right.png,number,pose,pose
SS1678170146170,1230,f,media/stimuli/animate_006_left.png,number,identity,number
SS1678170146170,4533,f,media/stimuli/inanimate_002_left.png,pose,identity,pose
SS1678170146170,1650,j,media/stimuli/inanimate_011_right.png,animacy,identity,identity
SS1678170146170,1123,f,media/stimuli/inanimate_009_right.png,pose,identity,pose
SS1678170146170,1088,j,media/stimuli/inanimate_003_right.png,identity,pose,pose
SS1678170146170,1412,j,media/stimuli/inanimate_003_right.png,animacy,identity,identity
SS1678170146170,1291,f,media/stimuli/animate_005_left.png,number,animacy,number
SS1678170146170,1092,j,media/stimuli/inanimate_003_right.png,identity,pose,pose
SS1678170146170,3430,j,media/stimuli/inanimate_004_left.png,number,pose,pose
SS1678170146170,1303,j,media/stimuli/animate_011_left.png,animacy,identity,identity
SS1678170146170,1445,j,media/stimuli/inanimate_009_right.png,animacy,pose,pose
SS1678170146170,1524,j,media/stimuli/inanimate_002_left.png,identity,pose,pose
SS1678170146170,1965,f,media/stimuli/inanimate_010_left.png,pose,number,pose
SS1678170146170,1707,f,media/stimuli/animate_006_right.png,pose,identity,pose
SS1678170146170,891,j,media/stimuli/inanimate_011_left.png,animacy,pose,pose
SS1678170146170,1042,f,media/stimuli/inanimate_011_right.png,number,identity,number
SS1678170146170,2487,f,media/stimuli/animate_006_left.png,pose,number,pose
SS1678170146170,1588,f,media/stimuli/inanimate_003_right.png,identity,animacy,identity
SS1678170146170,1171,j,media/stimuli/inanimate_011_left.png,animacy,number,number
SS1678170146170,1357,f,media/stimuli/animate_010_right.png,number,identity,number
SS1678170146170,2438,j,media/stimuli/animate_001_left.png,animacy,identity,identity
SS1678170146170,1474,f,media/stimuli/animate_004_right.png,identity,animacy,identity
SS1678170146170,1152,f,media/stimuli/animate_005_left.png,number,animacy,number
SS1678170146170,1179,f,media/stimuli/inanimate_007_right.png,number,animacy,number
SS1678170146170,1761,j,media/stimuli/inanimate_004_right.png,animacy,identity,identity
SS1678170146170,4211,j,media/stimuli/animate_009_left.png,identity,number,number
SS1678170146170,1728,j,media/stimuli/animate_012_right.png,number,pose,pose
SS1678170146170,959,j,media/stimuli/animate_011_right.png,identity,pose,pose
SS1678170146170,1228,j,media/stimuli/animate_008_left.png,animacy,number,number
SS1678170146170,1277,f,media/stimuli/inanimate_005_left.png,pose,number,pose
SS1678170146170,1257,j,media/stimuli/inanimate_002_right.png,animacy,pose,pose
SS1678170146170,1754,j,media/stimuli/inanimate_006_right.png,animacy,identity,identity
SS1678170146170,1170,f,media/stimuli/inanimate_004_left.png,pose,animacy,pose
SS1678170146170,1084,j,media/stimuli/animate_010_right.png,animacy,number,number
SS1678170146170,1137,j,media/stimuli/animate_009_left.png,identity,number,number
SS1678170146170,1591,j,media/stimuli/inanimate_008_left.png,number,pose,pose
SS1678170146170,1057,f,media/stimuli/animate_006_left.png,pose,animacy,pose
SS1678170146170,2130,f,media/stimuli/animate_012_right.png,pose,identity,pose
SS1678170146170,927,j,media/stimuli/inanimate_010_right.png,animacy,pose,pose
SS1678170146170,1416,j,media/stimuli/animate_004_left.png,animacy,number,number
SS1678170146170,1802,j,media/stimuli/animate_001_right.png,number,pose,pose
SS1678170146170,1527,j,media/stimuli/animate_010_left.png,animacy,identity,identity
SS1678170146170,1521,j,media/stimuli/animate_011_left.png,number,pose,pose
SS1678170146170,983,f,media/stimuli/inanimate_008_left.png,number,identity,number
SS1678170146170,1445,j,media/stimuli/animate_005_right.png,animacy,pose,pose
SS1678170146170,1298,f,media/stimuli/animate_003_right.png,number,animacy,number
SS1678170146170,1717,j,media/stimuli/inanimate_006_left.png,number,pose,pose
SS1678170146170,1793,f,media/stimuli/animate_003_left.png,pose,identity,pose
SS1678170146170,2739,j,media/stimuli/animate_005_left.png,animacy,identity,identity
SS1678170146170,1367,f,media/stimuli/inanimate_009_left.png,pose,number,pose
SS1678170146170,1131,f,media/stimuli/animate_006_left.png,pose,animacy,pose
SS1678170146170,1133,f,media/stimuli/animate_010_left.png,pose,identity,pose
SS1678170146170,1617,j,media/stimuli/animate_005_right.png,number,pose,pose
SS1678170146170,1512,f,media/stimuli/animate_003_left.png,identity,animacy,identity
SS1678170146170,1317,j,media/stimuli/animate_001_left.png,identity,number,number
SS1678170146170,1328,j,media/stimuli/animate_007_left.png,animacy,number,number
SS1678170146170,1343,f,media/stimuli/animate_004_left.png,pose,number,pose
SS1678170146170,1111,j,media/stimuli/inanimate_007_right.png,animacy,pose,pose
SS1678170146170,1189,j,media/stimuli/animate_007_left.png,animacy,number,number
SS1678170146170,1412,j,media/stimuli/animate_004_right.png,identity,number,number
SS1678170146170,2328,j,media/stimuli/animate_010_right.png,animacy,number,number
SS1678170146170,1638,j,media/stimuli/animate_011_left.png,animacy,identity,identity
SS1678170146170,1683,j,media/stimuli/inanimate_008_right.png,animacy,identity,identity
SS1678170146170,1531,j,media/stimuli/animate_005_right.png,animacy,pose,pose
SS1678170146170,1254,f,media/stimuli/animate_008_left.png,pose,number,pose
SS1678170146170,1414,f,media/stimuli/animate_011_right.png,number,identity,number
SS1678170146170,2035,j,media/stimuli/animate_002_right.png,identity,pose,pose
SS1678170146170,1056,j,media/stimuli/animate_003_right.png,identity,number,number
SS1678170146170,1274,j,media/stimuli/animate_010_right.png,animacy,number,number
SS1678170146170,1087,f,media/stimuli/inanimate_002_right.png,identity,animacy,identity
SS1678170146170,1595,j,media/stimuli/animate_007_left.png,identity,number,number
SS1678170146170,1294,f,media/stimuli/inanimate_011_left.png,pose,number,pose
SS1678170149654,8388,f,media/stimuli/inanimate_004_right.png,identity,animacy,identity
SS1678170149654,1719,f,media/stimuli/inanimate_002_left.png,number,animacy,number
SS1678170149654,1551,j,media/stimuli/animate_002_left.png,animacy,pose,pose
SS1678170149654,1567,j,media/stimuli/animate_003_right.png,animacy,identity,identity
SS1678170149654,1471,j,media/stimuli/inanimate_004_right.png,identity,pose,pose
SS1678170149654,2711,f,media/stimuli/inanimate_008_right.png,pose,number,pose
SS1678170149654,1468,f,media/stimuli/inanimate_010_right.png,identity,animacy,identity
SS1678170149654,4553,f,media/stimuli/inanimate_011_left.png,identity,animacy,identity
SS1678170149654,1303,j,media/stimuli/animate_002_left.png,animacy,number,number
SS1678170149654,1398,j,media/stimuli/animate_007_left.png,animacy,pose,pose
SS1678170149654,1639,f,media/stimuli/inanimate_009_right.png,pose,animacy,pose
SS1678170149654,967,f,media/stimuli/inanimate_001_left.png,pose,animacy,pose
SS1678170149654,2476,f,NA,NA,NA,NA
SS1678170149654,1521,f,media/stimuli/animate_002_right.png,pose,identity,pose
SS1678170149654,1544,f,media/stimuli/animate_004_left.png,number,animacy,number
SS1678170149654,1145,j,media/stimuli/inanimate_009_right.png,animacy,pose,pose
SS1678170149654,1205,j,media/stimuli/animate_010_right.png,animacy,identity,identity
SS1678170149654,3014,j,media/stimuli/inanimate_006_right.png,animacy,identity,identity
SS1678170149654,1343,j,media/stimuli/animate_004_left.png,animacy,number,number
SS1678170149654,901,j,media/stimuli/inanimate_002_right.png,identity,pose,pose
SS1678170149654,2216,j,media/stimuli/animate_011_right.png,animacy,identity,identity
SS1678170149654,894,j,media/stimuli/inanimate_006_right.png,animacy,number,number
SS1678170149654,2007,f,media/stimuli/animate_012_left.png,pose,identity,pose
SS1678170149654,1805,f,media/stimuli/inanimate_002_right.png,pose,number,pose
SS1678170149654,1342,f,media/stimuli/inanimate_008_right.png,pose,animacy,pose
SS1678170149654,1773,f,media/stimuli/animate_003_left.png,pose,number,pose
SS1678170149654,1991,j,media/stimuli/inanimate_008_left.png,identity,number,number
SS1678170149654,2382,j,media/stimuli/animate_010_right.png,identity,pose,pose
SS1678170149654,1646,j,media/stimuli/inanimate_007_right.png,number,pose,pose
SS1678170149654,1318,j,NA,NA,NA,NA
SS1678170149654,3731,f,media/stimuli/inanimate_010_left.png,pose,identity,pose
SS1678170149654,2568,f,media/stimuli/animate_006_left.png,pose,number,pose
SS1678170149654,1566,j,media/stimuli/inanimate_005_right.png,animacy,number,number
SS1678170149654,1342,j,media/stimuli/animate_008_right.png,identity,number,number
SS1678170149654,1518,f,media/stimuli/inanimate_012_right.png,identity,animacy,identity
SS1678170149654,1491,j,media/stimuli/inanimate_010_right.png,animacy,number,number
SS1678170149654,2055,j,media/stimuli/animate_005_right.png,animacy,identity,identity
SS1678170149654,1310,f,media/stimuli/inanimate_012_left.png,number,identity,number
SS1678170149654,3438,f,media/stimuli/animate_002_left.png,identity,animacy,identity
SS1678170149654,1749,f,media/stimuli/inanimate_012_right.png,pose,number,pose
SS1678170149654,1645,f,media/stimuli/inanimate_008_left.png,number,identity,number
SS1678170149654,3589,f,media/stimuli/animate_012_left.png,pose,number,pose
SS1678170149654,2516,f,media/stimuli/inanimate_011_left.png,identity,animacy,identity
SS1678170149654,1830,f,media/stimuli/animate_009_left.png,pose,number,pose
SS1678170149654,1163,f,media/stimuli/animate_009_right.png,number,identity,number
SS1678170149654,1111,j,media/stimuli/animate_007_left.png,identity,number,number
SS1678170149654,1140,j,media/stimuli/animate_004_left.png,identity,number,number
SS1678170149654,1413,f,media/stimuli/animate_004_left.png,pose,number,pose
SS1678170149654,877,j,media/stimuli/animate_002_right.png,identity,pose,pose
SS1678170149654,2013,j,media/stimuli/inanimate_009_right.png,animacy,identity,identity
SS1678170149654,925,f,media/stimuli/inanimate_006_right.png,pose,identity,pose
SS1678170149654,1085,j,media/stimuli/inanimate_003_left.png,animacy,pose,pose
SS1678170149654,1100,j,media/stimuli/animate_008_right.png,animacy,number,number
SS1678170149654,7420,f,media/stimuli/animate_006_right.png,identity,number,identity
SS1678170149654,1237,j,media/stimuli/animate_005_right.png,identity,pose,pose
SS1678170149654,1309,f,media/stimuli/animate_008_right.png,number,animacy,number
SS1678170149654,971,f,media/stimuli/inanimate_003_left.png,pose,identity,pose
SS1678170149654,1532,j,media/stimuli/inanimate_001_left.png,animacy,number,number
SS1678170149654,2126,j,media/stimuli/animate_011_left.png,identity,pose,pose
SS1678170149654,1339,j,media/stimuli/inanimate_008_right.png,animacy,pose,pose
SS1678170149654,1356,j,media/stimuli/animate_003_left.png,animacy,number,number
SS1678170149654,1314,j,media/stimuli/inanimate_009_left.png,number,pose,pose
SS1678170149654,1262,j,media/stimuli/inanimate_004_left.png,animacy,pose,pose
SS1678170149654,1355,f,media/stimuli/inanimate_006_right.png,pose,number,pose
SS1678170149654,1348,f,media/stimuli/animate_011_right.png,number,identity,number
SS1678170149654,1492,f,media/stimuli/inanimate_003_right.png,pose,number,pose
SS1678170149654,1685,f,media/stimuli/inanimate_011_right.png,pose,number,pose
SS1678170149654,3962,f,media/stimuli/inanimate_012_left.png,number,identity,number
SS1678170149654,5397,f,media/stimuli/animate_002_right.png,pose,number,pose
SS1678170149654,1636,j,media/stimuli/animate_012_left.png,animacy,identity,identity
SS1678170149654,3889,j,media/stimuli/animate_007_right.png,number,pose,pose
SS1678170149654,1398,f,media/stimuli/animate_010_right.png,identity,animacy,identity
SS1678170149654,1364,f,media/stimuli/animate_001_left.png,identity,animacy,identity
SS1678170149654,1763,j,media/stimuli/animate_006_left.png,animacy,identity,identity
SS1678170149654,1092,f,media/stimuli/animate_002_left.png,number,identity,number
SS1678170149654,2572,j,media/stimuli/inanimate_005_left.png,animacy,identity,identity
SS1678170149654,1058,f,media/stimuli/inanimate_011_right.png,pose,identity,pose
SS1678170149654,850,f,media/stimuli/inanimate_010_right.png,number,identity,number
SS1678170149654,1787,j,media/stimuli/inanimate_007_left.png,animacy,identity,identity
SS1678170149654,1282,f,media/stimuli/animate_010_right.png,number,animacy,number
SS1678170149654,1240,f,media/stimuli/animate_002_left.png,pose,animacy,pose
SS1678170149654,1164,j,media/stimuli/animate_003_left.png,identity,number,number
SS1678170149654,2626,j,media/stimuli/animate_011_right.png,number,pose,pose
SS1678170149654,865,f,media/stimuli/inanimate_001_left.png,number,animacy,number
SS1678170149654,810,j,media/stimuli/inanimate_005_right.png,animacy,pose,pose
SS1678170149654,1106,j,media/stimuli/animate_011_left.png,identity,pose,pose
SS1678170149654,1979,f,media/stimuli/animate_008_right.png,pose,number,pose
SS1678170149654,1411,j,NA,NA,NA,NA
SS1678170149654,1401,j,media/stimuli/animate_008_right.png,identity,pose,pose
SS1678170149654,2035,j,media/stimuli/animate_006_left.png,identity,pose,pose
SS1678170149654,1418,j,media/stimuli/animate_010_right.png,animacy,number,number
SS1678170149654,1755,f,media/stimuli/inanimate_009_left.png,pose,identity,pose
SS1678170149654,1355,f,media/stimuli/animate_002_right.png,pose,identity,pose
SS1678170149654,1627,f,media/stimuli/animate_009_right.png,number,identity,number
SS1678170149654,787,f,media/stimuli/inanimate_001_right.png,pose,identity,pose
SS1678170149654,1183,j,media/stimuli/inanimate_009_left.png,animacy,number,number
SS1678170149654,1621,j,media/stimuli/animate_012_right.png,identity,number,number
SS1678170149654,1075,j,media/stimuli/animate_003_left.png,animacy,pose,pose
SS1678170149654,1386,f,media/stimuli/animate_011_right.png,identity,animacy,identity
SS1678170149654,916,j,media/stimuli/inanimate_012_right.png,animacy,pose,pose
SS1678170149654,1082,j,media/stimuli/animate_010_right.png,animacy,number,number
SS1678170149654,714,j,media/stimuli/inanimate_008_right.png,animacy,pose,pose
SS1678170149654,1754,j,media/stimuli/inanimate_005_right.png,number,pose,pose
SS1678170149654,1217,j,media/stimuli/animate_010_left.png,number,pose,pose
SS1678170149654,948,f,media/stimuli/animate_006_right.png,number,animacy,number
SS1678170149654,938,j,media/stimuli/animate_002_left.png,animacy,pose,pose
SS1678170149654,763,f,media/stimuli/animate_003_left.png,pose,identity,pose
SS1678170149654,1035,j,media/stimuli/animate_005_left.png,number,pose,pose
SS1678170149654,1194,f,media/stimuli/animate_001_right.png,pose,animacy,pose
SS1678170149654,867,j,media/stimuli/inanimate_012_right.png,animacy,number,number
SS1678170149654,1666,f,media/stimuli/animate_003_right.png,identity,animacy,identity
SS1678170149654,1115,j,NA,NA,NA,NA
SS1678170149654,2242,j,media/stimuli/animate_008_right.png,animacy,number,number
SS1678170149654,1385,j,media/stimuli/animate_002_left.png,animacy,identity,identity
SS1678170149654,818,f,media/stimuli/animate_012_left.png,pose,identity,pose
SS1678170149654,873,j,media/stimuli/animate_001_right.png,identity,pose,pose
SS1678170149654,866,j,media/stimuli/inanimate_010_right.png,identity,number,number
SS1678170149654,1032,j,media/stimuli/animate_007_left.png,animacy,number,number
SS1678170149654,1572,f,media/stimuli/inanimate_007_left.png,identity,animacy,identity
SS1678170149654,1089,f,media/stimuli/animate_005_right.png,identity,animacy,identity
SS1678170149654,834,f,media/stimuli/inanimate_009_left.png,pose,identity,pose
SS1678170149654,849,f,media/stimuli/inanimate_011_left.png,number,animacy,number
SS1678170149654,681,j,media/stimuli/inanimate_001_left.png,animacy,pose,pose
SS1678170149654,777,f,media/stimuli/inanimate_008_right.png,number,animacy,number
SS1678170149654,922,j,NA,NA,NA,NA
SS1678170149654,705,j,media/stimuli/inanimate_001_left.png,animacy,pose,pose
SS1678170149654,785,j,media/stimuli/animate_007_left.png,animacy,number,number
SS1678170149654,769,j,media/stimuli/inanimate_005_right.png,identity,number,number
SS1678170149654,801,j,media/stimuli/animate_011_right.png,identity,number,number
SS1678170149654,798,j,media/stimuli/inanimate_012_right.png,animacy,pose,pose
SS1678170149654,931,j,media/stimuli/animate_001_right.png,animacy,pose,pose
SS1678170149654,777,f,media/stimuli/animate_003_left.png,pose,animacy,pose
SS1678170149654,744,f,media/stimuli/inanimate_007_right.png,number,identity,number
SS1678170149654,912,j,media/stimuli/animate_005_right.png,identity,pose,pose
SS1678170149654,808,f,media/stimuli/inanimate_008_left.png,number,identity,number
SS1678170149654,802,f,media/stimuli/animate_002_left.png,number,identity,number
SS1678170149654,889,f,media/stimuli/inanimate_010_left.png,pose,animacy,pose
SS1678170149654,849,j,NA,NA,NA,NA
SS1678170149654,1280,f,media/stimuli/inanimate_007_right.png,pose,animacy,pose
SS1678170149654,1032,f,media/stimuli/animate_012_right.png,number,identity,number
SS1678170149654,705,f,media/stimuli/animate_006_right.png,number,animacy,number
SS1678170149654,1024,j,media/stimuli/animate_001_right.png,number,pose,pose
SS1678170149654,1112,j,media/stimuli/inanimate_001_left.png,number,pose,pose
SS1678170149654,1369,j,media/stimuli/inanimate_004_left.png,number,pose,pose
SS1678170149654,688,f,media/stimuli/inanimate_001_left.png,pose,animacy,pose
SS1678170149654,832,j,media/stimuli/inanimate_004_right.png,number,identity,identity
SS1678170149654,688,f,media/stimuli/inanimate_011_right.png,pose,identity,pose
SS1678170149654,1122,j,media/stimuli/inanimate_010_right.png,number,pose,pose
SS1678170149654,1217,f,media/stimuli/animate_005_right.png,identity,animacy,identity
SS1678170149654,1177,f,media/stimuli/animate_004_left.png,number,identity,number
SS1678170149654,929,j,NA,NA,NA,NA
SS1678170154563,6831,f,media/stimuli/animate_009_right.png,number,identity,number
SS1678170154563,2563,j,media/stimuli/inanimate_001_left.png,pose,number,number
SS1678170154563,1479,f,media/stimuli/inanimate_012_left.png,number,identity,number
SS1678170154563,4199,f,media/stimuli/inanimate_009_left.png,animacy,identity,animacy
SS1678170154563,1096,f,media/stimuli/animate_011_right.png,number,identity,number
SS1678170154563,1268,f,media/stimuli/animate_003_left.png,identity,animacy,identity
SS1678170154563,741,j,media/stimuli/animate_007_right.png,pose,number,number
SS1678170154563,2097,f,media/stimuli/inanimate_012_left.png,number,pose,number
SS1678170154563,1508,j,media/stimuli/inanimate_003_right.png,pose,number,number
SS1678170154563,5953,f,media/stimuli/inanimate_009_left.png,pose,identity,pose
SS1678170154563,743,f,media/stimuli/inanimate_006_left.png,pose,identity,pose
SS1678170154563,2484,j,media/stimuli/animate_002_left.png,animacy,number,number
SS1678170154563,1918,f,media/stimuli/inanimate_001_left.png,pose,animacy,pose
SS1678170154563,759,j,media/stimuli/inanimate_005_left.png,animacy,number,number
SS1678170154563,602,f,media/stimuli/inanimate_003_left.png,pose,identity,pose
SS1678170154563,1397,f,media/stimuli/animate_009_left.png,identity,animacy,identity
SS1678170154563,972,f,media/stimuli/inanimate_010_right.png,number,pose,number
SS1678170154563,1056,f,media/stimuli/animate_011_left.png,number,pose,number
SS1678170154563,760,j,media/stimuli/animate_010_left.png,animacy,pose,pose
SS1678170154563,1479,f,media/stimuli/animate_009_left.png,pose,identity,pose
SS1678170154563,592,f,media/stimuli/inanimate_006_right.png,pose,animacy,pose
SS1678170154563,1875,j,media/stimuli/inanimate_007_right.png,animacy,identity,identity
SS1678170154563,995,f,media/stimuli/animate_008_left.png,pose,identity,pose
SS1678170154563,1793,j,media/stimuli/animate_008_left.png,identity,pose,pose
SS1678170154563,1131,j,media/stimuli/animate_003_left.png,animacy,identity,identity
SS1678170154563,602,j,media/stimuli/inanimate_001_right.png,identity,number,number
SS1678170154563,658,j,media/stimuli/animate_011_left.png,animacy,number,number
SS1678170154563,896,f,media/stimuli/animate_006_right.png,number,identity,number
SS1678170154563,529,j,media/stimuli/animate_007_left.png,animacy,number,number
SS1678170154563,574,j,media/stimuli/animate_010_right.png,identity,pose,pose
SS1678170154563,549,j,media/stimuli/inanimate_001_left.png,animacy,pose,pose
SS1678170154563,1116,f,media/stimuli/animate_011_right.png,number,identity,number
SS1678170154563,1237,j,media/stimuli/inanimate_007_right.png,identity,pose,pose
SS1678170154563,1611,j,media/stimuli/animate_006_right.png,animacy,pose,pose
SS1678170154563,687,j,media/stimuli/animate_012_right.png,identity,number,number
SS1678170154563,751,j,media/stimuli/inanimate_010_left.png,identity,number,number
SS1678170154563,654,j,media/stimuli/inanimate_010_right.png,animacy,pose,pose
SS1678170154563,992,j,media/stimuli/animate_011_left.png,animacy,number,number
SS1678170154563,562,j,media/stimuli/inanimate_010_left.png,identity,number,number
SS1678170154563,1611,f,media/stimuli/inanimate_011_right.png,number,pose,number
SS1678170154563,629,j,media/stimuli/animate_006_right.png,animacy,number,number
SS1678170154563,1832,f,media/stimuli/inanimate_009_left.png,number,pose,number
SS1678170154563,708,f,media/stimuli/inanimate_008_right.png,number,identity,number
SS1678170154563,736,j,media/stimuli/animate_003_left.png,pose,number,number
SS1678170154563,771,j,media/stimuli/animate_010_left.png,animacy,pose,pose
SS1678170154563,792,j,media/stimuli/inanimate_006_left.png,pose,number,number
SS1678170154563,4011,f,media/stimuli/inanimate_001_right.png,pose,identity,pose
SS1678170154563,1673,j,media/stimuli/inanimate_008_right.png,pose,number,number
SS1678170154563,881,j,media/stimuli/animate_004_left.png,identity,number,number
SS1678170154563,601,j,media/stimuli/animate_001_right.png,identity,number,number
SS1678170154563,1427,f,media/stimuli/animate_004_right.png,identity,animacy,identity
SS1678170154563,816,f,media/stimuli/animate_011_left.png,number,animacy,number
SS1678170154563,1260,f,media/stimuli/animate_008_right.png,number,pose,number
SS1678170154563,1331,j,media/stimuli/animate_012_left.png,animacy,pose,pose
SS1678170154563,652,j,media/stimuli/animate_011_right.png,identity,pose,pose
SS1678170154563,1813,f,media/stimuli/inanimate_005_left.png,identity,animacy,identity
SS1678170154563,1524,j,media/stimuli/animate_005_right.png,animacy,identity,identity
SS1678170154563,1371,j,media/stimuli/inanimate_003_right.png,animacy,identity,identity
SS1678170154563,715,j,media/stimuli/animate_005_left.png,animacy,number,number
