subject,rt,response,target,left_violation,right_violation,chosen_violation
SS1678170202286,690,f,media/stimuli/inanimate_008_right.png,pose,animacy,pose
SS1678170202286,791,f,media/stimuli/animate_009_left.png,number,animacy,number
SS1678170202286,960,j,media/stimuli/animate_002_left.png,number,pose,pose
SS1678170202286,803,j,NA,NA,NA,NA
SS1678170202286,2222,f,media/stimuli/inanimate_005_left.png,number,pose,number
SS1678170202286,747,j,media/stimuli/animate_003_right.png,identity,number,number
SS1678170202286,781,f,media/stimuli/animate_006_left.png,pose,animacy,pose
SS1678170202286,680,j,media/stimuli/inanimate_004_right.png,identity,number,number
SS1678170202286,793,f,media/stimuli/animate_010_right.png,pose,identity,pose
SS1678170202286,746,j,media/stimuli/animate_008_right.png,animacy,pose,pose
SS1678170202286,748,j,media/stimuli/inanimate_006_right.png,identity,number,number
SS1678170202286,1118,f,media/stimuli/animate_005_right.png,number,animacy,number
SS1678170202286,1828,f,media/stimuli/animate_010_right.png,pose,identity,pose
SS1678170202286,1288,f,media/stimuli/inanimate_004_left.png,pose,identity,pose
SS1678170202286,2041,f,media/stimuli/animate_004_right.png,number,pose,number
SS1678170202286,814,f,media/stimuli/inanimate_001_right.png,number,animacy,number
SS1678170202286,723,f,media/stimuli/animate_003_right.png,pose,animacy,pose
SS1678170202286,1838,j,media/stimuli/inanimate_010_right.png,animacy,identity,identity
SS1678170202286,2108,j,media/stimuli/animate_010_left.png,number,pose,pose
SS1678170202286,2446,f,media/stimuli/inanimate_012_right.png,number,pose,number
SS1678170202286,3312,f,NA,NA,NA,NA
SS1678170761970,19870,f,media/stimuli/animate_009_left.png,number,identity,number
SS1678170761970,4276,f,media/stimuli/inanimate_001_left.png,pose,number,pose
SS1678170761970,3951,f,media/stimuli/inanimate_005_right.png,number,pose,number
SS1678170761970,6475,j,media/stimuli/animate_006_left.png,identity,number,number
SS1678170761970,2480,j,media/stimuli/inanimate_005_right.png,identity,number,number
SS1678170761970,4575,f,media/stimuli/animate_012_right.png,pose,animacy,pose
SS1678170761970,2937,j,media/stimuli/animate_005_right.png,pose,number,number
SS1678170761970,3338,j,media/stimuli/inanimate_008_right.png,identity,pose,pose
SS1678170761970,2059,f,media/stimuli/animate_006_right.png,number,animacy,number
SS1678170761970,1921,j,media/stimuli/inanimate_008_right.png,identity,number,number
SS1678170761970,3833,f,media/stimuli/animate_006_left.png,number,pose,number
SS1678170761970,1651,f,media/stimuli/inanimate_009_right.png,pose,animacy,pose
SS1678170761970,2524,f,media/stimuli/inanimate_007_right.png,number,identity,number
SS1678170761970,7293,j,media/stimuli/animate_007_left.png,identity,pose,pose
SS1678170761970,4176,j,media/stimuli/animate_012_right.png,animacy,pose,pose
SS1678170761970,5653,f,media/stimuli/animate_003_left.png,number,identity,number
SS1678170761970,3281,f,media/stimuli/inanimate_008_right.png,number,animacy,number
SS1678170761970,5347,f,media/stimuli/animate_002_right.png,identity,animacy,identity
SS1678170761970,3729,f,media/stimuli/inanimate_011_right.png,identity,animacy,identity
SS1678170761970,2992,j,media/stimuli/animate_008_right.png,animacy,identity,identity
SS1678170761970,5682,j,media/stimuli/animate_004_left.png,pose,number,number
SS1678170761970,5440,j,media/stimuli/inanimate_004_right.png,pose,number,number
SS1678170761970,5199,j,media/stimuli/inanimate_008_right.png,animacy,pose,pose
SS1678170761970,2929,j,media/stimuli/animate_012_left.png,pose,number,number
SS1678170761970,1817,j,media/stimuli/animate_005_left.png,identity,pose,pose
SS1678170761970,1349,j,media/stimuli/animate_003_right.png,identity,pose,pose
SS1678170761970,1258,f,media/stimuli/inanimate_001_left.png,pose,identity,pose
SS1678170761970,1957,j,media/stimuli/animate_012_left.png,animacy,identity,identity
SS1678170761970,2220,j,media/stimuli/inanimate_003_right.png,pose,number,number
SS1678170761970,2986,j,media/stimuli/animate_011_right.png,identity,pose,pose
SS1678170761970,1248,j,media/stimuli/animate_009_left.png,animacy,pose,pose
SS1678170761970,2537,j,media/stimuli/inanimate_003_right.png,animacy,identity,identity
SS1678170761970,1954,f,media/stimuli/inanimate_001_left.png,pose,identity,pose
SS1678170761970,1819,f,media/stimuli/inanimate_005_right.png,pose,identity,pose
SS1678170761970,1929,j,media/stimuli/inanimate_012_left.png,pose,number,number
SS1678170761970,1842,j,media/stimuli/animate_002_right.png,identity,number,number
SS1678170761970,1590,j,media/stimuli/animate_011_left.png,animacy,number,number
SS1678170761970,1294,j,media/stimuli/inanimate_005_left.png,animacy,number,number
SS1678170761970,1399,f,media/stimuli/animate_010_right.png,identity,animacy,identity
SS1678170761970,1339,f,media/stimuli/inanimate_003_right.png,identity,number,identity
SS1678170761970,2446,j,media/stimuli/inanimate_007_right.png,animacy,identity,identity
SS1678170761970,1423,f,media/stimuli/animate_001_left.png,pose,animacy,pose
SS1678170761970,1370,f,media/stimuli/inanimate_003_left.png,pose,identity,pose
SS1678170761970,1545,j,media/stimuli/animate_007_left.png,number,identity,identity
SS1678170761970,2675,f,media/stimuli/animate_009_right.png,number,pose,number
SS1678170761970,1825,f,media/stimuli/animate_009_left.png,number,identity,number
SS1678170761970,2746,f,media/stimuli/animate_005_left.png,number,identity,number
SS1678170761970,4535,j,media/stimuli/inanimate_008_left.png,animacy,identity,identity
SS1678170761970,5340,j,media/stimuli/inanimate_011_left.png,animacy,pose,pose
SS1678170761970,4610,j,media/stimuli/inanimate_010_right.png,pose,number,number
SS1678170761970,2917,j,media/stimuli/inanimate_012_right.png,identity,number,number
SS1678170761970,2832,f,media/stimuli/inanimate_001_right.png,pose,animacy,pose
SS1678170761970,2112,j,media/stimuli/animate_008_right.png,identity,number,number
SS1678170761970,3846,f,media/stimuli/animate_011_right.png,number,pose,number
SS1678170761970,2001,j,media/stimuli/animate_011_right.png,identity,pose,pose
SS1678170761970,1965,j,media/stimuli/inanimate_008_right.png,animacy,pose,pose
SS1678170761970,1511,j,media/stimuli/inanimate_003_right.png,animacy,number,number
SS1678170761970,1364,j,media/stimuli/animate_003_right.png,animacy,number,number
SS1678170761970,1473,f,media/stimuli/animate_009_left.png,pose,identity,pose
SS1678170761970,1146,f,media/stimuli/animate_004_left.png,number,animacy,number
SS1678170761970,2635,f,media/stimuli/animate_002_right.png,number,pose,number
SS1678170761970,2216,j,media/stimuli/animate_008_right.png,pose,number,number
SS1678170761970,1462,f,media/stimuli/animate_008_right.png,number,identity,number
SS1678170761970,1774,f,media/stimuli/animate_001_left.png,identity,animacy,identity
SS1678170761970,1295,j,media/stimuli/animate_012_right.png,identity,number,number
SS1678170761970,1349,j,media/stimuli/animate_007_left.png,animacy,number,number
SS1678170761970,1198,f,media/stimuli/inanimate_006_right.png,pose,identity,pose
SS1678170761970,1186,j,media/stimuli/inanimate_011_right.png,animacy,number,number
SS1678170761970,1538,j,media/stimuli/inanimate_009_right.png,pose,number,number
SS1678170761970,1440,j,NA,NA,NA,NA
SS1678170761970,2862,m,NA,NA,NA,NA
SS1678170761970,3361,j,media/stimuli/inanimate_002_left.png,animacy,number,number
SS1678170761970,2304,j,media/stimuli/inanimate_002_right.png,pose,number,number
SS1678170761970,7144,f,media/stimuli/inanimate_005_left.png,pose,animacy,pose
SS1678170761970,3865,f,media/stimuli/animate_004_left.png,pose,animacy,pose
SS1678170761970,5542,j,media/stimuli/animate_010_right.png,pose,number,number
SS1678170761970,5003,f,media/stimuli/animate_009_left.png,number,animacy,number
SS1678170761970,6472,f,media/stimuli/inanimate_007_left.png,number,pose,number
SS1678170761970,3790,f,media/stimuli/inanimate_002_left.png,pose,animacy,pose
SS1678170761970,7083,j,media/stimuli/animate_012_right.png,animacy,pose,pose
SS1678170761970,3947,j,media/stimuli/inanimate_011_left.png,animacy,pose,pose
SS1678170761970,4310,f,media/stimuli/inanimate_001_left.png,number,animacy,number
SS1678170761970,2712,f,media/stimuli/animate_004_left.png,number,identity,number
SS1678170761970,3134,j,NA,NA,NA,NA
SS1678170761970,1186,j,media/stimuli/animate_010_left.png,animacy,pose,pose
SS1678170761970,2649,j,media/stimuli/animate_001_left.png,pose,number,number
SS1678170761970,3342,f,media/stimuli/inanimate_011_right.png,number,pose,number
SS1678170761970,2084,j,media/stimuli/animate_002_right.png,identity,number,number
SS1678170761970,3746,j,media/stimuli/inanimate_007_left.png,animacy,pose,pose
SS1678170761970,3870,j,media/stimuli/animate_008_left.png,identity,pose,pose
SS1678170761970,5614,j,media/stimuli/inanimate_010_left.png,number,animacy,animacy
SS1678170761970,4154,f,media/stimuli/animate_002_right.png,identity,pose,identity
SS1678170761970,1138,j,media/stimuli/inanimate_006_right.png,identity,number,number
SS1678170761970,1941,j,media/stimuli/inanimate_004_right.png,pose,identity,identity
SS1678170761970,2637,f,media/stimuli/animate_002_right.png,pose,identity,pose
SS1678170761970,3399,j,media/stimuli/inanimate_010_right.png,animacy,pose,pose
SS1678170761970,2054,j,NA,NA,NA,NA
SS1678170761970,1217,j,media/stimuli/animate_011_left.png,animacy,number,number
SS1678170761970,2447,f,media/stimuli/inanimate_008_right.png,pose,animacy,pose
SS1678170761970,1693,j,media/stimuli/animate_010_right.png,animacy,identity,identity
SS1678170761970,2591,j,media/stimuli/animate_007_left.png,animacy,number,number
SS1678170761970,4669,f,media/stimuli/inanimate_005_right.png,number,identity,number
SS1678170761970,1689,f,media/stimuli/animate_001_left.png,pose,identity,pose
SS1678170761970,1215,j,media/stimuli/animate_012_right.png,identity,number,number
SS1678170761970,1316,f,media/stimuli/inanimate_008_right.png,pose,identity,pose
SS1678170761970,1338,j,media/stimuli/animate_007_left.png,pose,number,number
SS1678170761970,1815,f,media/stimuli/animate_009_right.png,identity,animacy,identity
SS1678170761970,2155,j,media/stimuli/animate_012_left.png,animacy,identity,identity
SS1678170761970,1522,f,media/stimuli/animate_009_right.png,identity,animacy,identity
SS1678170761970,1300,f,NA,NA,NA,NA
SS1678170761970,3549,j,media/stimuli/animate_002_right.png,animacy,identity,identity
SS1678170761970,1646,j,media/stimuli/animate_005_left.png,animacy,pose,pose
SS1678170761970,1472,j,media/stimuli/animate_001_left.png,animacy,identity,identity
SS1678170761970,1851,j,media/stimuli/animate_003_right.png,animacy,number,number
SS1678170761970,1544,j,media/stimuli/animate_012_left.png,animacy,identity,identity
SS1678170761970,1587,j,media/stimuli/inanimate_011_left.png,identity,number,number
SS1678170761970,1364,j,media/stimuli/inanimate_004_right.png,animacy,number,number
SS1678170761970,1495,f,media/stimuli/animate_001_right.png,number,animacy,number
SS1678170761970,1123,j,media/stimuli/inanimate_010_right.png,identity,pose,pose
SS1678170761970,1762,j,media/stimuli/inanimate_005_left.png,animacy,identity,identity
SS1678170761970,3610,f,media/stimuli/animate_003_left.png,number,pose,number
SS1678170761970,2958,j,NA,NA,NA,NA
SS1678170761970,1278,f,media/stimuli/inanimate_006_left.png,number,animacy,number
SS1678170761970,4424,j,media/stimuli/animate_011_left.png,animacy,number,number
SS1678170761970,3240,j,media/stimuli/animate_003_right.png,animacy,number,number
SS1678170761970,2383,f,media/stimuli/animate_010_right.png,identity,animacy,identity
SS1678170761970,2076,f,media/stimuli/animate_002_right.png,pose,identity,pose
SS1678170761970,2899,f,media/stimuli/inanimate_007_left.png,number,animacy,number
SS1678170761970,3112,j,media/stimuli/inanimate_012_right.png,animacy,pose,pose
SS1678170761970,1764,j,media/stimuli/inanimate_012_left.png,animacy,number,number
SS1678170761970,3429,f,media/stimuli/animate_004_left.png,identity,animacy,identity
SS1678170761970,4664,f,media/stimuli/animate_003_left.png,number,identity,number
SS1678170761970,3971,j,media/stimuli/inanimate_006_right.png,pose,number,number
SS1678170761970,3090,j,media/stimuli/animate_007_left.png,animacy,pose,pose
SS1678170761970,2251,j,NA,NA,NA,NA
SS1678170761970,3054,j,media/stimuli/inanimate_003_right.png,animacy,identity,identity
SS1678170761970,3717,f,media/stimuli/inanimate_008_left.png,identity,animacy,identity
SS1678170761970,2110,f,media/stimuli/inanimate_004_right.png,pose,identity,pose
SS1678170761970,2098,j,media/stimuli/inanimate_010_right.png,animacy,pose,pose
SS1678170761970,2530,j,media/stimuli/inanimate_002_left.png,animacy,pose,pose
SS1678170761970,2937,f,media/stimuli/inanimate_006_right.png,pose,animacy,pose
SS1678170761970,1596,j,media/stimuli/animate_004_left.png,animacy,number,number
SS1678170761970,5853,j,media/stimuli/animate_010_left.png,pose,identity,identity
SS1678170761970,2703,j,media/stimuli/animate_010_right.png,animacy,identity,identity
SS1678170761970,2554,j,media/stimuli/inanimate_007_right.png,animacy,identity,identity
SS1678170761970,3223,f,media/stimuli/inanimate_008_left.png,number,pose,number
SS1678170761970,3092,j,media/stimuli/animate_002_right.png,identity,pose,pose
SS1678170761970,1756,j,media/stimuli/animate_009_left.png,identity,number,number
SS1678170761970,2265,j,media/stimuli/animate_012_right.png,identity,number,number
SS1678170761970,1917,f,media/stimuli/animate_007_left.png,identity,animacy,identity
SS1678170761970,2013,f,media/stimuli/inanimate_002_left.png,pose,identity,pose
SS1678170761970,1920,j,NA,NA,NA,NA
